Molecule,LogP_chembl
CMPLOGP00004651,4.69
CMPLOGP00004652,4.69
CMPLOGP00004653,4.69
CMPLOGP00004654,4.69
CMPLOGP00004655,4.69
CMPLOGP00004656,4.69
CMPLOGP00004657,4.69
CMPLOGP00004658,4.69
CMPLOGP00004659,4.69
CMPLOGP00004660,4.7
CMPLOGP00004661,4.7
CMPLOGP00004662,4.7
CMPLOGP00004663,4.7
CMPLOGP00004664,4.7
CMPLOGP00004665,4.7
CMPLOGP00004666,4.7
CMPLOGP00004667,4.7
CMPLOGP00004668,4.7
CMPLOGP00004669,4.7
CMPLOGP00004670,4.7
CMPLOGP00004671,4.71
CMPLOGP00004672,4.71
CMPLOGP00004673,4.71
CMPLOGP00004674,4.71
CMPLOGP00004675,4.71
CMPLOGP00004676,4.71
CMPLOGP00004677,4.718
CMPLOGP00004678,4.72
CMPLOGP00004679,4.72
CMPLOGP00004680,4.72
CMPLOGP00004681,4.72
CMPLOGP00004682,4.72
CMPLOGP00004683,4.72
CMPLOGP00004684,4.72
CMPLOGP00004685,4.72
CMPLOGP00004686,4.72
CMPLOGP00004687,4.72
CMPLOGP00004688,4.72
CMPLOGP00004689,4.72
CMPLOGP00004690,4.73
CMPLOGP00004691,4.73
CMPLOGP00004692,4.73
CMPLOGP00004693,4.73
CMPLOGP00004694,4.73
CMPLOGP00004695,4.74
CMPLOGP00004696,4.75
CMPLOGP00004697,4.75
CMPLOGP00004698,4.75
CMPLOGP00004699,4.75
CMPLOGP00004700,4.75
CMPLOGP00004701,4.76
CMPLOGP00004702,4.76
CMPLOGP00004703,4.769
CMPLOGP00004704,4.77
CMPLOGP00004705,4.77
CMPLOGP00004706,4.77
CMPLOGP00004707,4.77
CMPLOGP00004708,4.78
CMPLOGP00004709,4.78
CMPLOGP00004710,4.78
CMPLOGP00004711,4.78
CMPLOGP00004712,4.78
CMPLOGP00004713,4.78
CMPLOGP00004714,4.79
CMPLOGP00004715,4.79
CMPLOGP00004716,4.79
CMPLOGP00004717,4.79
CMPLOGP00004718,4.8
CMPLOGP00004719,4.8
CMPLOGP00004720,4.8
CMPLOGP00004721,4.8
CMPLOGP00004722,4.8
CMPLOGP00004723,4.8
CMPLOGP00004724,4.8
CMPLOGP00004725,4.8
CMPLOGP00004726,4.8
CMPLOGP00004727,4.8
CMPLOGP00004728,4.8
CMPLOGP00004729,4.8
CMPLOGP00004730,4.8
CMPLOGP00004731,4.8
CMPLOGP00004732,4.8
CMPLOGP00004733,4.81
CMPLOGP00004734,4.81
CMPLOGP00004735,4.81
CMPLOGP00004736,4.82
CMPLOGP00004737,4.82
CMPLOGP00004738,4.83
CMPLOGP00004739,4.83
CMPLOGP00004740,4.83
CMPLOGP00004741,4.83
CMPLOGP00004742,4.83
CMPLOGP00004743,4.83
CMPLOGP00004744,4.83
CMPLOGP00004745,4.83
CMPLOGP00004746,4.84
CMPLOGP00004747,4.85
CMPLOGP00004748,4.85
CMPLOGP00004749,4.85
CMPLOGP00004750,4.853
CMPLOGP00004751,4.86
CMPLOGP00004752,4.86
CMPLOGP00004753,4.86
CMPLOGP00004754,4.86
CMPLOGP00004755,4.87
CMPLOGP00004756,4.87
CMPLOGP00004757,4.88
CMPLOGP00004758,4.88
CMPLOGP00004759,4.88
CMPLOGP00004760,4.88
CMPLOGP00004761,4.88
CMPLOGP00004762,4.889
CMPLOGP00004763,4.89
CMPLOGP00004764,4.89
CMPLOGP00004765,4.89
CMPLOGP00004766,4.895
CMPLOGP00004767,4.9
CMPLOGP00004768,4.9
CMPLOGP00004769,4.9
CMPLOGP00004770,4.9
CMPLOGP00004771,4.9
CMPLOGP00004772,4.9
CMPLOGP00004773,4.9
CMPLOGP00004774,4.9
CMPLOGP00004775,4.9
CMPLOGP00004776,4.9
CMPLOGP00004777,4.9
CMPLOGP00004778,4.9
CMPLOGP00004779,4.9
CMPLOGP00004780,4.9
CMPLOGP00004781,4.9
CMPLOGP00004782,4.91
CMPLOGP00004783,4.91
CMPLOGP00004784,4.91
CMPLOGP00004785,4.92
CMPLOGP00004786,4.92
CMPLOGP00004787,4.92
CMPLOGP00004788,4.92
CMPLOGP00004789,4.92
CMPLOGP00004790,4.92
CMPLOGP00004791,4.92
CMPLOGP00004792,4.93
CMPLOGP00004793,4.93
CMPLOGP00004794,4.93
CMPLOGP00004795,4.93
CMPLOGP00004796,4.93
CMPLOGP00004797,4.94
CMPLOGP00004798,4.94
CMPLOGP00004799,4.94
CMPLOGP00004800,4.94
CMPLOGP00004801,4.94
CMPLOGP00004802,4.95
CMPLOGP00004803,4.95
CMPLOGP00004804,4.95
CMPLOGP00004805,4.955
CMPLOGP00004806,4.96
CMPLOGP00004807,4.96
CMPLOGP00004808,4.97
CMPLOGP00004809,4.97
CMPLOGP00004810,4.974
CMPLOGP00004811,4.98
CMPLOGP00004812,4.98
CMPLOGP00004813,4.98
CMPLOGP00004814,4.98
CMPLOGP00004815,4.99
CMPLOGP00004816,4.99
CMPLOGP00004817,5
CMPLOGP00004818,5
CMPLOGP00004819,5
CMPLOGP00004820,5
CMPLOGP00004821,5
CMPLOGP00004822,5
CMPLOGP00004823,5
CMPLOGP00004824,5
CMPLOGP00004825,5
CMPLOGP00004826,5
CMPLOGP00004827,5
CMPLOGP00004828,5
CMPLOGP00004829,5
CMPLOGP00004830,5
CMPLOGP00004831,5
CMPLOGP00004832,5
CMPLOGP00004833,5.01
CMPLOGP00004834,5.01
CMPLOGP00004835,5.01
CMPLOGP00004836,5.01
CMPLOGP00004837,5.02
CMPLOGP00004838,5.02
CMPLOGP00004839,5.02
CMPLOGP00004840,5.02
CMPLOGP00004841,5.03
CMPLOGP00004842,5.03
CMPLOGP00004843,5.03
CMPLOGP00004844,5.03
CMPLOGP00004845,5.03
CMPLOGP00004846,5.04
CMPLOGP00004847,5.04
CMPLOGP00004848,5.04
CMPLOGP00004849,5.04
CMPLOGP00004850,5.05
CMPLOGP00004851,5.05
CMPLOGP00004852,5.05
CMPLOGP00004853,5.05
CMPLOGP00004854,5.05
CMPLOGP00004855,5.06
CMPLOGP00004856,5.06
CMPLOGP00004857,5.06
CMPLOGP00004858,5.06
CMPLOGP00004859,5.06
CMPLOGP00004860,5.06
CMPLOGP00004861,5.06
CMPLOGP00004862,5.06
CMPLOGP00004863,5.06
CMPLOGP00004864,5.06
CMPLOGP00004865,5.07
CMPLOGP00004866,5.07
CMPLOGP00004867,5.07
CMPLOGP00004868,5.07
CMPLOGP00004869,5.07
CMPLOGP00004870,5.07
CMPLOGP00004871,5.07
CMPLOGP00004872,5.07
CMPLOGP00004873,5.07
CMPLOGP00004874,5.07
CMPLOGP00004875,5.07
CMPLOGP00004876,5.08
CMPLOGP00004877,5.08
CMPLOGP00004878,5.08
CMPLOGP00004879,5.08
CMPLOGP00004880,5.09
CMPLOGP00004881,5.1
CMPLOGP00004882,5.1
CMPLOGP00004883,5.1
CMPLOGP00004884,5.1
CMPLOGP00004885,5.1
CMPLOGP00004886,5.11
CMPLOGP00004887,5.11
CMPLOGP00004888,5.12
CMPLOGP00004889,5.12
CMPLOGP00004890,5.12
CMPLOGP00004891,5.12
CMPLOGP00004892,5.12
CMPLOGP00004893,5.13
CMPLOGP00004894,5.13
CMPLOGP00004895,5.13
CMPLOGP00004896,5.13
CMPLOGP00004897,5.13
CMPLOGP00004898,5.14
CMPLOGP00004899,5.14
CMPLOGP00004900,5.15
CMPLOGP00004901,5.15
CMPLOGP00004902,5.17
CMPLOGP00004903,5.17
CMPLOGP00004904,5.17
CMPLOGP00004905,5.18
CMPLOGP00004906,5.18
CMPLOGP00004907,5.18
CMPLOGP00004908,5.19
CMPLOGP00004909,5.19
CMPLOGP00004910,5.2
CMPLOGP00004911,5.2
CMPLOGP00004912,5.2
CMPLOGP00004913,5.2
CMPLOGP00004914,5.2
CMPLOGP00004915,5.2
CMPLOGP00004916,5.2
CMPLOGP00004917,5.2
CMPLOGP00004918,5.2
CMPLOGP00004919,5.21
CMPLOGP00004920,5.214
CMPLOGP00004921,5.22
CMPLOGP00004922,5.22
CMPLOGP00004923,5.22
CMPLOGP00004924,5.23
CMPLOGP00004925,5.23
CMPLOGP00004926,5.23
CMPLOGP00004927,5.23
CMPLOGP00004928,5.23
CMPLOGP00004929,5.23
CMPLOGP00004930,5.23
CMPLOGP00004931,5.24
CMPLOGP00004932,5.24
CMPLOGP00004933,5.24
CMPLOGP00004934,5.24
CMPLOGP00004935,5.25
CMPLOGP00004936,5.25
CMPLOGP00004937,5.25
CMPLOGP00004938,5.25
CMPLOGP00004939,5.25
CMPLOGP00004940,5.25
CMPLOGP00004941,5.25
CMPLOGP00004942,5.259
CMPLOGP00004943,5.26
CMPLOGP00004944,5.26
CMPLOGP00004945,5.26
CMPLOGP00004946,5.26
CMPLOGP00004947,5.27
CMPLOGP00004948,5.27
CMPLOGP00004949,5.27
CMPLOGP00004950,5.27
CMPLOGP00004951,5.28
CMPLOGP00004952,5.28
CMPLOGP00004953,5.28
CMPLOGP00004954,5.29
CMPLOGP00004955,5.3
CMPLOGP00004956,5.3
CMPLOGP00004957,5.3
CMPLOGP00004958,5.3
CMPLOGP00004959,5.3
CMPLOGP00004960,5.3
CMPLOGP00004961,5.3
CMPLOGP00004962,5.3
CMPLOGP00004963,5.3
CMPLOGP00004964,5.31
CMPLOGP00004965,5.31
CMPLOGP00004966,5.32
CMPLOGP00004967,5.32
CMPLOGP00004968,5.32
CMPLOGP00004969,5.32
CMPLOGP00004970,5.32
CMPLOGP00004971,5.32
CMPLOGP00004972,5.32
CMPLOGP00004973,5.32
CMPLOGP00004974,5.33
CMPLOGP00004975,5.34
CMPLOGP00004976,5.34
CMPLOGP00004977,5.34
CMPLOGP00004978,5.34
CMPLOGP00004979,5.35
CMPLOGP00004980,5.35
CMPLOGP00004981,5.36
CMPLOGP00004982,5.36
CMPLOGP00004983,5.37
CMPLOGP00004984,5.37
CMPLOGP00004985,5.38
CMPLOGP00004986,5.39
CMPLOGP00004987,5.393
CMPLOGP00004988,5.4
CMPLOGP00004989,5.4
CMPLOGP00004990,5.4
CMPLOGP00004991,5.4
CMPLOGP00004992,5.4
CMPLOGP00004993,5.4
CMPLOGP00004994,5.4
CMPLOGP00004995,5.4
CMPLOGP00004996,5.4
CMPLOGP00004997,5.4
CMPLOGP00004998,5.41
CMPLOGP00004999,5.41
CMPLOGP00005000,5.41
CMPLOGP00005001,5.41
CMPLOGP00005002,5.41
CMPLOGP00005003,5.41
CMPLOGP00005004,5.41
CMPLOGP00005005,5.41
CMPLOGP00005006,5.41
CMPLOGP00005007,5.42
CMPLOGP00005008,5.42
CMPLOGP00005009,5.43
CMPLOGP00005010,5.43
CMPLOGP00005011,5.44
CMPLOGP00005012,5.44
CMPLOGP00005013,5.44
CMPLOGP00005014,5.45
CMPLOGP00005015,5.47
CMPLOGP00005016,5.47
CMPLOGP00005017,5.47
CMPLOGP00005018,5.48
CMPLOGP00005019,5.48
CMPLOGP00005020,5.49
CMPLOGP00005021,5.49
CMPLOGP00005022,5.49
CMPLOGP00005023,5.5
CMPLOGP00005024,5.5
CMPLOGP00005025,5.5
CMPLOGP00005026,5.5
CMPLOGP00005027,5.5
CMPLOGP00005028,5.5
CMPLOGP00005029,5.5
CMPLOGP00005030,5.5
CMPLOGP00005031,5.51
CMPLOGP00005032,5.51
CMPLOGP00005033,5.51
CMPLOGP00005034,5.51
CMPLOGP00005035,5.52
CMPLOGP00005036,5.52
CMPLOGP00005037,5.53
CMPLOGP00005038,5.53
CMPLOGP00005039,5.53
CMPLOGP00005040,5.54
CMPLOGP00005041,5.54
CMPLOGP00005042,5.54
CMPLOGP00005043,5.54
CMPLOGP00005044,5.54
CMPLOGP00005045,5.54
CMPLOGP00005046,5.54
CMPLOGP00005047,5.54
CMPLOGP00005048,5.55
CMPLOGP00005049,5.55
CMPLOGP00005050,5.55
CMPLOGP00005051,5.55
CMPLOGP00005052,5.56
CMPLOGP00005053,5.56
CMPLOGP00005054,5.57
CMPLOGP00005055,5.57
CMPLOGP00005056,5.57
CMPLOGP00005057,5.575
CMPLOGP00005058,5.58
CMPLOGP00005059,5.59
CMPLOGP00005060,5.6
CMPLOGP00005061,5.6
CMPLOGP00005062,5.6
CMPLOGP00005063,5.6
CMPLOGP00005064,5.6
CMPLOGP00005065,5.6
CMPLOGP00005066,5.6
CMPLOGP00005067,5.6
CMPLOGP00005068,5.61
CMPLOGP00005069,5.61
CMPLOGP00005070,5.61
CMPLOGP00005071,5.61
CMPLOGP00005072,5.61
CMPLOGP00005073,5.61
CMPLOGP00005074,5.61
CMPLOGP00005075,5.62
CMPLOGP00005076,5.62
CMPLOGP00005077,5.62
CMPLOGP00005078,5.62
CMPLOGP00005079,5.63
CMPLOGP00005080,5.63
CMPLOGP00005081,5.64
CMPLOGP00005082,5.64
CMPLOGP00005083,5.65
CMPLOGP00005084,5.65
CMPLOGP00005085,5.65
CMPLOGP00005086,5.65
CMPLOGP00005087,5.65
CMPLOGP00005088,5.65
CMPLOGP00005089,5.65
CMPLOGP00005090,5.66
CMPLOGP00005091,5.66
CMPLOGP00005092,5.66
CMPLOGP00005093,5.67
CMPLOGP00005094,5.67
CMPLOGP00005095,5.67
CMPLOGP00005096,5.67
CMPLOGP00005097,5.67
CMPLOGP00005098,5.68
CMPLOGP00005099,5.69
CMPLOGP00005100,5.69
CMPLOGP00005101,5.69
CMPLOGP00005102,5.7
CMPLOGP00005103,5.7
CMPLOGP00005104,5.7
CMPLOGP00005105,5.7
CMPLOGP00005106,5.7
CMPLOGP00005107,5.71
CMPLOGP00005108,5.71
CMPLOGP00005109,5.71
CMPLOGP00005110,5.71
CMPLOGP00005111,5.72
CMPLOGP00005112,5.72
CMPLOGP00005113,5.72
CMPLOGP00005114,5.73
CMPLOGP00005115,5.73
CMPLOGP00005116,5.73
CMPLOGP00005117,5.74
CMPLOGP00005118,5.75
CMPLOGP00005119,5.75
CMPLOGP00005120,5.75
CMPLOGP00005121,5.756
CMPLOGP00005122,5.76
CMPLOGP00005123,5.76
CMPLOGP00005124,5.76
CMPLOGP00005125,5.76
CMPLOGP00005126,5.78
CMPLOGP00005127,5.78
CMPLOGP00005128,5.78
CMPLOGP00005129,5.78
CMPLOGP00005130,5.78
CMPLOGP00005131,5.78
CMPLOGP00005132,5.78
CMPLOGP00005133,5.78
CMPLOGP00005134,5.79
CMPLOGP00005135,5.79
CMPLOGP00005136,5.8
CMPLOGP00005137,5.8
CMPLOGP00005138,5.8
CMPLOGP00005139,5.8
CMPLOGP00005140,5.8
CMPLOGP00005141,5.8
CMPLOGP00005142,5.8
CMPLOGP00005143,5.8
CMPLOGP00005144,5.81
CMPLOGP00005145,5.81
CMPLOGP00005146,5.82
CMPLOGP00005147,5.83
CMPLOGP00005148,5.83
CMPLOGP00005149,5.83
CMPLOGP00005150,5.83
CMPLOGP00005151,5.83
CMPLOGP00005152,5.85
CMPLOGP00005153,5.85
CMPLOGP00005154,5.86
CMPLOGP00005155,5.86
CMPLOGP00005156,5.86
CMPLOGP00005157,5.863
CMPLOGP00005158,5.87
CMPLOGP00005159,5.87
CMPLOGP00005160,5.87
CMPLOGP00005161,5.87
CMPLOGP00005162,5.87
CMPLOGP00005163,5.87
CMPLOGP00005164,5.87
CMPLOGP00005165,5.88
CMPLOGP00005166,5.89
CMPLOGP00005167,5.89
CMPLOGP00005168,5.89
CMPLOGP00005169,5.89
CMPLOGP00005170,5.89
CMPLOGP00005171,5.9
CMPLOGP00005172,5.9
CMPLOGP00005173,5.9
CMPLOGP00005174,5.9
CMPLOGP00005175,5.9
CMPLOGP00005176,5.9
CMPLOGP00005177,5.91
CMPLOGP00005178,5.91
CMPLOGP00005179,5.92
CMPLOGP00005180,5.92
CMPLOGP00005181,5.92
CMPLOGP00005182,5.92
CMPLOGP00005183,5.92
CMPLOGP00005184,5.92
CMPLOGP00005185,5.92
CMPLOGP00005186,5.93
CMPLOGP00005187,5.93
CMPLOGP00005188,5.93
CMPLOGP00005189,5.93
CMPLOGP00005190,5.93
CMPLOGP00005191,5.93
CMPLOGP00005192,5.93
CMPLOGP00005193,5.94
CMPLOGP00005194,5.95
CMPLOGP00005195,5.95
CMPLOGP00005196,5.95
CMPLOGP00005197,5.95
CMPLOGP00005198,5.96
CMPLOGP00005199,5.96
CMPLOGP00005200,5.98
CMPLOGP00005201,5.98
CMPLOGP00005202,5.98
CMPLOGP00005203,5.98
CMPLOGP00005204,5.98
CMPLOGP00005205,5.98
CMPLOGP00005206,5.99
CMPLOGP00005207,6
CMPLOGP00005208,6
CMPLOGP00005209,6.01
CMPLOGP00005210,6.01
CMPLOGP00005211,6.01
CMPLOGP00005212,6.01
CMPLOGP00005213,6.02
CMPLOGP00005214,6.02
CMPLOGP00005215,6.02
CMPLOGP00005216,6.02
CMPLOGP00005217,6.02
CMPLOGP00005218,6.03
CMPLOGP00005219,6.04
CMPLOGP00005220,6.04
CMPLOGP00005221,6.06
CMPLOGP00005222,6.06
CMPLOGP00005223,6.06
CMPLOGP00005224,6.07
CMPLOGP00005225,6.07
CMPLOGP00005226,6.07
CMPLOGP00005227,6.07
CMPLOGP00005228,6.07
CMPLOGP00005229,6.08
CMPLOGP00005230,6.08
CMPLOGP00005231,6.08
CMPLOGP00005232,6.08
CMPLOGP00005233,6.08
CMPLOGP00005234,6.09
CMPLOGP00005235,6.1
CMPLOGP00005236,6.1
CMPLOGP00005237,6.1
CMPLOGP00005238,6.1
CMPLOGP00005239,6.1
CMPLOGP00005240,6.1
CMPLOGP00005241,6.1
CMPLOGP00005242,6.1
CMPLOGP00005243,6.1
CMPLOGP00005244,6.1
CMPLOGP00005245,6.1
CMPLOGP00005246,6.1
CMPLOGP00005247,6.11
CMPLOGP00005248,6.11
CMPLOGP00005249,6.12
CMPLOGP00005250,6.14
CMPLOGP00005251,6.14
CMPLOGP00005252,6.14
CMPLOGP00005253,6.14
CMPLOGP00005254,6.15
CMPLOGP00005255,6.16
CMPLOGP00005256,6.16
CMPLOGP00005257,6.17
CMPLOGP00005258,6.18
CMPLOGP00005259,6.18
CMPLOGP00005260,6.18
CMPLOGP00005261,6.19
CMPLOGP00005262,6.19
CMPLOGP00005263,6.19
CMPLOGP00005264,6.19
CMPLOGP00005265,6.2
CMPLOGP00005266,6.2
CMPLOGP00005267,6.2
CMPLOGP00005268,6.2
CMPLOGP00005269,6.2
CMPLOGP00005270,6.2
CMPLOGP00005271,6.22
CMPLOGP00005272,6.22
CMPLOGP00005273,6.23
CMPLOGP00005274,6.24
CMPLOGP00005275,6.24
CMPLOGP00005276,6.24
CMPLOGP00005277,6.24
CMPLOGP00005278,6.25
CMPLOGP00005279,6.26
CMPLOGP00005280,6.26
CMPLOGP00005281,6.26
CMPLOGP00005282,6.27
CMPLOGP00005283,6.27
CMPLOGP00005284,6.28
CMPLOGP00005285,6.29
CMPLOGP00005286,6.29
CMPLOGP00005287,6.29
CMPLOGP00005288,6.29
CMPLOGP00005289,6.29
CMPLOGP00005290,6.3
CMPLOGP00005291,6.3
CMPLOGP00005292,6.3
CMPLOGP00005293,6.3
CMPLOGP00005294,6.3
CMPLOGP00005295,6.3
CMPLOGP00005296,6.31
CMPLOGP00005297,6.34
CMPLOGP00005298,6.34
CMPLOGP00005299,6.34
CMPLOGP00005300,6.35
CMPLOGP00005301,6.36
CMPLOGP00005302,6.36
CMPLOGP00005303,6.36
CMPLOGP00005304,6.36
CMPLOGP00005305,6.36
CMPLOGP00005306,6.37
CMPLOGP00005307,6.4
CMPLOGP00005308,6.4
CMPLOGP00005309,6.4
CMPLOGP00005310,6.4
CMPLOGP00005311,6.4
CMPLOGP00005312,6.4
CMPLOGP00005313,6.41
CMPLOGP00005314,6.41
CMPLOGP00005315,6.41
CMPLOGP00005316,6.42
CMPLOGP00005317,6.43
CMPLOGP00005318,6.43
CMPLOGP00005319,6.44
CMPLOGP00005320,6.44
CMPLOGP00005321,6.44
CMPLOGP00005322,6.44
CMPLOGP00005323,6.45
CMPLOGP00005324,6.45
CMPLOGP00005325,6.46
CMPLOGP00005326,6.47
CMPLOGP00005327,6.47
CMPLOGP00005328,6.48
CMPLOGP00005329,6.48
CMPLOGP00005330,6.48
CMPLOGP00005331,6.48
CMPLOGP00005332,6.49
CMPLOGP00005333,6.49
CMPLOGP00005334,6.49
CMPLOGP00005335,6.496
CMPLOGP00005336,6.5
CMPLOGP00005337,6.5
CMPLOGP00005338,6.5
CMPLOGP00005339,6.5
CMPLOGP00005340,6.52
CMPLOGP00005341,6.53
CMPLOGP00005342,6.53
CMPLOGP00005343,6.54
CMPLOGP00005344,6.54
CMPLOGP00005345,6.56
CMPLOGP00005346,6.56
CMPLOGP00005347,6.57
CMPLOGP00005348,6.57
CMPLOGP00005349,6.57
CMPLOGP00005350,6.57
CMPLOGP00005351,6.58
CMPLOGP00005352,6.58
CMPLOGP00005353,6.59
CMPLOGP00005354,6.59
CMPLOGP00005355,6.6
CMPLOGP00005356,6.6
CMPLOGP00005357,6.6
CMPLOGP00005358,6.6
CMPLOGP00005359,6.6
CMPLOGP00005360,6.6
CMPLOGP00005361,6.61
CMPLOGP00005362,6.61
CMPLOGP00005363,6.62
CMPLOGP00005364,6.62
CMPLOGP00005365,6.63
CMPLOGP00005366,6.63
CMPLOGP00005367,6.63
CMPLOGP00005368,6.63
CMPLOGP00005369,6.63
CMPLOGP00005370,6.64
CMPLOGP00005371,6.64
CMPLOGP00005372,6.65
CMPLOGP00005373,6.65
CMPLOGP00005374,6.67
CMPLOGP00005375,6.68
CMPLOGP00005376,6.68
CMPLOGP00005377,6.68
CMPLOGP00005378,6.69
CMPLOGP00005379,6.69
CMPLOGP00005380,6.7
CMPLOGP00005381,6.71
CMPLOGP00005382,6.71
CMPLOGP00005383,6.72
CMPLOGP00005384,6.73
CMPLOGP00005385,6.73
CMPLOGP00005386,6.74
CMPLOGP00005387,6.74
CMPLOGP00005388,6.74
CMPLOGP00005389,6.74
CMPLOGP00005390,6.74
CMPLOGP00005391,6.77
CMPLOGP00005392,6.77
CMPLOGP00005393,6.77
CMPLOGP00005394,6.77
CMPLOGP00005395,6.78
CMPLOGP00005396,6.78
CMPLOGP00005397,6.78
CMPLOGP00005398,6.78
CMPLOGP00005399,6.79
CMPLOGP00005400,6.794
CMPLOGP00005401,6.8
CMPLOGP00005402,6.8
CMPLOGP00005403,6.81
CMPLOGP00005404,6.81
CMPLOGP00005405,6.81
CMPLOGP00005406,6.81
CMPLOGP00005407,6.84
CMPLOGP00005408,6.84
CMPLOGP00005409,6.85
CMPLOGP00005410,6.86
CMPLOGP00005411,6.87
CMPLOGP00005412,6.87
CMPLOGP00005413,6.87
CMPLOGP00005414,6.88
CMPLOGP00005415,6.9
CMPLOGP00005416,6.9
CMPLOGP00005417,6.9
CMPLOGP00005418,6.9
CMPLOGP00005419,6.92
CMPLOGP00005420,6.94
CMPLOGP00005421,6.94
CMPLOGP00005422,6.94
CMPLOGP00005423,6.96
CMPLOGP00005424,6.96
CMPLOGP00005425,6.99
CMPLOGP00005426,6.99
CMPLOGP00005427,7
CMPLOGP00005428,7.01
CMPLOGP00005429,7.01
CMPLOGP00005430,7.02
CMPLOGP00005431,7.03
CMPLOGP00005432,7.03
CMPLOGP00005433,7.04
CMPLOGP00005434,7.04
CMPLOGP00005435,7.04
CMPLOGP00005436,7.05
CMPLOGP00005437,7.06
CMPLOGP00005438,7.08
CMPLOGP00005439,7.09
CMPLOGP00005440,7.09
CMPLOGP00005441,7.09
CMPLOGP00005442,7.1
CMPLOGP00005443,7.11
CMPLOGP00005444,7.11
CMPLOGP00005445,7.12
CMPLOGP00005446,7.13
CMPLOGP00005447,7.13
CMPLOGP00005448,7.15
CMPLOGP00005449,7.15
CMPLOGP00005450,7.15
CMPLOGP00005451,7.17
CMPLOGP00005452,7.18
CMPLOGP00005453,7.18
CMPLOGP00005454,7.18
CMPLOGP00005455,7.19
CMPLOGP00005456,7.19
CMPLOGP00005457,7.22
CMPLOGP00005458,7.22
CMPLOGP00005459,7.22
CMPLOGP00005460,7.23
CMPLOGP00005461,7.26
CMPLOGP00005462,7.26
CMPLOGP00005463,7.27
CMPLOGP00005464,7.28
CMPLOGP00005465,7.29
CMPLOGP00005466,7.29
CMPLOGP00005467,7.3
CMPLOGP00005468,7.3
CMPLOGP00005469,7.31
CMPLOGP00005470,7.31
CMPLOGP00005471,7.32
CMPLOGP00005472,7.32
CMPLOGP00005473,7.32
CMPLOGP00005474,7.33
CMPLOGP00005475,7.34
CMPLOGP00005476,7.35
CMPLOGP00005477,7.35
CMPLOGP00005478,7.36
CMPLOGP00005479,7.38
CMPLOGP00005480,7.38
CMPLOGP00005481,7.38
CMPLOGP00005482,7.4
CMPLOGP00005483,7.4
CMPLOGP00005484,7.4
CMPLOGP00005485,7.4
CMPLOGP00005486,7.42
CMPLOGP00005487,7.43
CMPLOGP00005488,7.43
CMPLOGP00005489,7.43
CMPLOGP00005490,7.44
CMPLOGP00005491,7.45
CMPLOGP00005492,7.45
CMPLOGP00005493,7.47
CMPLOGP00005494,7.48
CMPLOGP00005495,7.48
CMPLOGP00005496,7.5
CMPLOGP00005497,7.5
CMPLOGP00005498,7.5
CMPLOGP00005499,7.54
CMPLOGP00005500,7.54
CMPLOGP00005501,7.54
CMPLOGP00005502,7.54
CMPLOGP00005503,7.55
CMPLOGP00005504,7.56
CMPLOGP00005505,7.56
CMPLOGP00005506,7.56
CMPLOGP00005507,7.57
CMPLOGP00005508,7.58
CMPLOGP00005509,7.59
CMPLOGP00005510,7.59
CMPLOGP00005511,7.6
CMPLOGP00005512,7.61
CMPLOGP00005513,7.61
CMPLOGP00005514,7.63
CMPLOGP00005515,7.63
CMPLOGP00005516,7.63
CMPLOGP00005517,7.67
CMPLOGP00005518,7.67
CMPLOGP00005519,7.67
CMPLOGP00005520,7.67
CMPLOGP00005521,7.68
CMPLOGP00005522,7.69
CMPLOGP00005523,7.69
CMPLOGP00005524,7.7
CMPLOGP00005525,7.7
CMPLOGP00005526,7.73
CMPLOGP00005527,7.74
CMPLOGP00005528,7.76
CMPLOGP00005529,7.78
CMPLOGP00005530,7.79
CMPLOGP00005531,7.8
CMPLOGP00005532,7.8
CMPLOGP00005533,7.8
CMPLOGP00005534,7.81
CMPLOGP00005535,7.81
CMPLOGP00005536,7.82
CMPLOGP00005537,7.82
CMPLOGP00005538,7.83
CMPLOGP00005539,7.84
CMPLOGP00005540,7.84
CMPLOGP00005541,7.87
CMPLOGP00005542,7.88
CMPLOGP00005543,7.89
CMPLOGP00005544,7.9
CMPLOGP00005545,7.9
CMPLOGP00005546,7.9
CMPLOGP00005547,7.95
CMPLOGP00005548,7.95
CMPLOGP00005549,7.97
CMPLOGP00005550,7.98
CMPLOGP00005551,7.98
CMPLOGP00005552,7.99
CMPLOGP00005553,8
CMPLOGP00005554,8.01
CMPLOGP00005555,8.02
CMPLOGP00005556,8.03
CMPLOGP00005557,8.03
CMPLOGP00005558,8.1
CMPLOGP00005559,8.1
CMPLOGP00005560,8.12
CMPLOGP00005561,8.14
CMPLOGP00005562,8.15
CMPLOGP00005563,8.15
CMPLOGP00005564,8.16
CMPLOGP00005565,8.18
CMPLOGP00005566,8.19
CMPLOGP00005567,8.25
CMPLOGP00005568,8.26
CMPLOGP00005569,8.26
CMPLOGP00005570,8.282
CMPLOGP00005571,8.34
CMPLOGP00005572,8.34
CMPLOGP00005573,8.36
CMPLOGP00005574,8.38
CMPLOGP00005575,8.39
CMPLOGP00005576,8.39
CMPLOGP00005577,8.39
CMPLOGP00005578,8.44
CMPLOGP00005579,8.44
CMPLOGP00005580,8.45
CMPLOGP00005581,8.46
CMPLOGP00005582,8.46
CMPLOGP00005583,8.5
CMPLOGP00005584,8.54
CMPLOGP00005585,8.62
