Molecule,LogP_chembl
CMPLOGP00001847,1.73
CMPLOGP00001848,1.735
CMPLOGP00001849,1.74
CMPLOGP00001850,1.74
CMPLOGP00001851,1.74
CMPLOGP00001852,1.74
CMPLOGP00001853,1.74
CMPLOGP00001854,1.74
CMPLOGP00001855,1.74
CMPLOGP00001856,1.74
CMPLOGP00001857,1.74
CMPLOGP00001858,1.75
CMPLOGP00001859,1.75
CMPLOGP00001860,1.75
CMPLOGP00001861,1.75
CMPLOGP00001862,1.75
CMPLOGP00001863,1.75
CMPLOGP00001864,1.75
CMPLOGP00001865,1.75
CMPLOGP00001866,1.76
CMPLOGP00001867,1.76
CMPLOGP00001868,1.76
CMPLOGP00001869,1.76
CMPLOGP00001870,1.76
CMPLOGP00001871,1.76
CMPLOGP00001872,1.76
CMPLOGP00001873,1.77
CMPLOGP00001874,1.77
CMPLOGP00001875,1.77
CMPLOGP00001876,1.77
CMPLOGP00001877,1.77
CMPLOGP00001878,1.77
CMPLOGP00001879,1.77
CMPLOGP00001880,1.77
CMPLOGP00001881,1.77
CMPLOGP00001882,1.77
CMPLOGP00001883,1.77
CMPLOGP00001884,1.77
CMPLOGP00001885,1.77
CMPLOGP00001886,1.77
CMPLOGP00001887,1.77
CMPLOGP00001888,1.77
CMPLOGP00001889,1.77
CMPLOGP00001890,1.77
CMPLOGP00001891,1.77
CMPLOGP00001892,1.77
CMPLOGP00001893,1.77
CMPLOGP00001894,1.77
CMPLOGP00001895,1.78
CMPLOGP00001896,1.78
CMPLOGP00001897,1.78
CMPLOGP00001898,1.78
CMPLOGP00001899,1.78
CMPLOGP00001900,1.78
CMPLOGP00001901,1.79
CMPLOGP00001902,1.79
CMPLOGP00001903,1.79
CMPLOGP00001904,1.79
CMPLOGP00001905,1.79
CMPLOGP00001906,1.8
CMPLOGP00001907,1.8
CMPLOGP00001908,1.8
CMPLOGP00001909,1.8
CMPLOGP00001910,1.8
CMPLOGP00001911,1.8
CMPLOGP00001912,1.8
CMPLOGP00001913,1.8
CMPLOGP00001914,1.8
CMPLOGP00001915,1.8
CMPLOGP00001916,1.8
CMPLOGP00001917,1.8
CMPLOGP00001918,1.8
CMPLOGP00001919,1.8
CMPLOGP00001920,1.8
CMPLOGP00001921,1.8
CMPLOGP00001922,1.8
CMPLOGP00001923,1.8
CMPLOGP00001924,1.8
CMPLOGP00001925,1.8092
CMPLOGP00001926,1.81
CMPLOGP00001927,1.81
CMPLOGP00001928,1.81
CMPLOGP00001929,1.81
CMPLOGP00001930,1.81
CMPLOGP00001931,1.81
CMPLOGP00001932,1.81
CMPLOGP00001933,1.81
CMPLOGP00001934,1.81
CMPLOGP00001935,1.82
CMPLOGP00001936,1.82
CMPLOGP00001937,1.82
CMPLOGP00001938,1.82
CMPLOGP00001939,1.82
CMPLOGP00001940,1.82
CMPLOGP00001941,1.82
CMPLOGP00001942,1.82
CMPLOGP00001943,1.82
CMPLOGP00001944,1.82
CMPLOGP00001945,1.821
CMPLOGP00001946,1.83
CMPLOGP00001947,1.83
CMPLOGP00001948,1.83
CMPLOGP00001949,1.83
CMPLOGP00001950,1.83
CMPLOGP00001951,1.83
CMPLOGP00001952,1.83
CMPLOGP00001953,1.83
CMPLOGP00001954,1.83
CMPLOGP00001955,1.83
CMPLOGP00001956,1.83
CMPLOGP00001957,1.83
CMPLOGP00001958,1.84
CMPLOGP00001959,1.84
CMPLOGP00001960,1.84
CMPLOGP00001961,1.84
CMPLOGP00001962,1.84
CMPLOGP00001963,1.84
CMPLOGP00001964,1.84
CMPLOGP00001965,1.84
CMPLOGP00001966,1.84
CMPLOGP00001967,1.84
CMPLOGP00001968,1.84
CMPLOGP00001969,1.85
CMPLOGP00001970,1.85
CMPLOGP00001971,1.85
CMPLOGP00001972,1.85
CMPLOGP00001973,1.85
CMPLOGP00001974,1.85
CMPLOGP00001975,1.85
CMPLOGP00001976,1.85
CMPLOGP00001977,1.86
CMPLOGP00001978,1.86
CMPLOGP00001979,1.86
CMPLOGP00001980,1.86
CMPLOGP00001981,1.86
CMPLOGP00001982,1.86
CMPLOGP00001983,1.86
CMPLOGP00001984,1.86
CMPLOGP00001985,1.86
CMPLOGP00001986,1.86
CMPLOGP00001987,1.87
CMPLOGP00001988,1.87
CMPLOGP00001989,1.87
CMPLOGP00001990,1.87
CMPLOGP00001991,1.87
CMPLOGP00001992,1.87
CMPLOGP00001993,1.88
CMPLOGP00001994,1.88
CMPLOGP00001995,1.88
CMPLOGP00001996,1.88
CMPLOGP00001997,1.88
CMPLOGP00001998,1.88
CMPLOGP00001999,1.88
CMPLOGP00002000,1.88
CMPLOGP00002001,1.88
CMPLOGP00002002,1.88
CMPLOGP00002003,1.88
CMPLOGP00002004,1.89
CMPLOGP00002005,1.89
CMPLOGP00002006,1.89
CMPLOGP00002007,1.89
CMPLOGP00002008,1.89
CMPLOGP00002009,1.89
CMPLOGP00002010,1.89
CMPLOGP00002011,1.89
CMPLOGP00002012,1.89
CMPLOGP00002013,1.89
CMPLOGP00002014,1.89
CMPLOGP00002015,1.89
CMPLOGP00002016,1.893
CMPLOGP00002017,1.9
CMPLOGP00002018,1.9
CMPLOGP00002019,1.9
CMPLOGP00002020,1.9
CMPLOGP00002021,1.9
CMPLOGP00002022,1.9
CMPLOGP00002023,1.9
CMPLOGP00002024,1.9
CMPLOGP00002025,1.9
CMPLOGP00002026,1.9
CMPLOGP00002027,1.9
CMPLOGP00002028,1.9
CMPLOGP00002029,1.9
CMPLOGP00002030,1.9
CMPLOGP00002031,1.9
CMPLOGP00002032,1.9
CMPLOGP00002033,1.9
CMPLOGP00002034,1.91
CMPLOGP00002035,1.91
CMPLOGP00002036,1.91
CMPLOGP00002037,1.91
CMPLOGP00002038,1.91
CMPLOGP00002039,1.91
CMPLOGP00002040,1.91
CMPLOGP00002041,1.91
CMPLOGP00002042,1.91
CMPLOGP00002043,1.91
CMPLOGP00002044,1.92
CMPLOGP00002045,1.92
CMPLOGP00002046,1.92
CMPLOGP00002047,1.92
CMPLOGP00002048,1.92
CMPLOGP00002049,1.92
CMPLOGP00002050,1.92
CMPLOGP00002051,1.92
CMPLOGP00002052,1.93
CMPLOGP00002053,1.93
CMPLOGP00002054,1.93
CMPLOGP00002055,1.93
CMPLOGP00002056,1.93
CMPLOGP00002057,1.93
CMPLOGP00002058,1.937
CMPLOGP00002059,1.94
CMPLOGP00002060,1.94
CMPLOGP00002061,1.94
CMPLOGP00002062,1.94
CMPLOGP00002063,1.94
CMPLOGP00002064,1.94
CMPLOGP00002065,1.94
CMPLOGP00002066,1.94
CMPLOGP00002067,1.94
CMPLOGP00002068,1.94
CMPLOGP00002069,1.94
CMPLOGP00002070,1.94
CMPLOGP00002071,1.94
CMPLOGP00002072,1.94
CMPLOGP00002073,1.94
CMPLOGP00002074,1.949
CMPLOGP00002075,1.95
CMPLOGP00002076,1.95
CMPLOGP00002077,1.95
CMPLOGP00002078,1.95
CMPLOGP00002079,1.95
CMPLOGP00002080,1.95
CMPLOGP00002081,1.952
CMPLOGP00002082,1.96
CMPLOGP00002083,1.96
CMPLOGP00002084,1.96
CMPLOGP00002085,1.96
CMPLOGP00002086,1.96
CMPLOGP00002087,1.96
CMPLOGP00002088,1.96
CMPLOGP00002089,1.96
CMPLOGP00002090,1.96
CMPLOGP00002091,1.96
CMPLOGP00002092,1.96
CMPLOGP00002093,1.96
CMPLOGP00002094,1.96
CMPLOGP00002095,1.96
CMPLOGP00002096,1.97
CMPLOGP00002097,1.97
CMPLOGP00002098,1.97
CMPLOGP00002099,1.97
CMPLOGP00002100,1.97
CMPLOGP00002101,1.97
CMPLOGP00002102,1.97
CMPLOGP00002103,1.97
CMPLOGP00002104,1.97
CMPLOGP00002105,1.974
CMPLOGP00002106,1.98
CMPLOGP00002107,1.98
CMPLOGP00002108,1.98
CMPLOGP00002109,1.98
CMPLOGP00002110,1.98
CMPLOGP00002111,1.98
CMPLOGP00002112,1.98
CMPLOGP00002113,1.99
CMPLOGP00002114,1.99
CMPLOGP00002115,1.99
CMPLOGP00002116,1.99
CMPLOGP00002117,1.99
CMPLOGP00002118,1.99
CMPLOGP00002119,1.99
CMPLOGP00002120,1.99
CMPLOGP00002121,1.99
CMPLOGP00002122,1.99
CMPLOGP00002123,1.99
CMPLOGP00002124,1.993
CMPLOGP00002125,1.995
CMPLOGP00002126,2
CMPLOGP00002127,2
CMPLOGP00002128,2
CMPLOGP00002129,2
CMPLOGP00002130,2
CMPLOGP00002131,2
CMPLOGP00002132,2
CMPLOGP00002133,2
CMPLOGP00002134,2
CMPLOGP00002135,2
CMPLOGP00002136,2
CMPLOGP00002137,2
CMPLOGP00002138,2
CMPLOGP00002139,2
CMPLOGP00002140,2
CMPLOGP00002141,2
CMPLOGP00002142,2
CMPLOGP00002143,2
CMPLOGP00002144,2
CMPLOGP00002145,2
CMPLOGP00002146,2
CMPLOGP00002147,2
CMPLOGP00002148,2
CMPLOGP00002149,2
CMPLOGP00002150,2
CMPLOGP00002151,2.01
CMPLOGP00002152,2.01
CMPLOGP00002153,2.01
CMPLOGP00002154,2.01
CMPLOGP00002155,2.01
CMPLOGP00002156,2.01
CMPLOGP00002157,2.01
CMPLOGP00002158,2.01
CMPLOGP00002159,2.01
CMPLOGP00002160,2.01
CMPLOGP00002161,2.01
CMPLOGP00002162,2.01
CMPLOGP00002163,2.01
CMPLOGP00002164,2.02
CMPLOGP00002165,2.02
CMPLOGP00002166,2.02
CMPLOGP00002167,2.02
CMPLOGP00002168,2.02
CMPLOGP00002169,2.02
CMPLOGP00002170,2.02
CMPLOGP00002171,2.02
CMPLOGP00002172,2.02
CMPLOGP00002173,2.03
CMPLOGP00002174,2.03
CMPLOGP00002175,2.03
CMPLOGP00002176,2.03
CMPLOGP00002177,2.03
CMPLOGP00002178,2.03
CMPLOGP00002179,2.03
CMPLOGP00002180,2.03
CMPLOGP00002181,2.03
CMPLOGP00002182,2.04
CMPLOGP00002183,2.04
CMPLOGP00002184,2.04
CMPLOGP00002185,2.04
CMPLOGP00002186,2.04
CMPLOGP00002187,2.04
CMPLOGP00002188,2.04
CMPLOGP00002189,2.05
CMPLOGP00002190,2.05
CMPLOGP00002191,2.05
CMPLOGP00002192,2.05
CMPLOGP00002193,2.05
CMPLOGP00002194,2.05
CMPLOGP00002195,2.05
CMPLOGP00002196,2.05
CMPLOGP00002197,2.056
CMPLOGP00002198,2.06
CMPLOGP00002199,2.06
CMPLOGP00002200,2.06
CMPLOGP00002201,2.06
CMPLOGP00002202,2.06
CMPLOGP00002203,2.06
CMPLOGP00002204,2.06
CMPLOGP00002205,2.06
CMPLOGP00002206,2.06
CMPLOGP00002207,2.07
CMPLOGP00002208,2.07
CMPLOGP00002209,2.07
CMPLOGP00002210,2.07
CMPLOGP00002211,2.07
CMPLOGP00002212,2.07
CMPLOGP00002213,2.07
CMPLOGP00002214,2.07
CMPLOGP00002215,2.07
CMPLOGP00002216,2.07
CMPLOGP00002217,2.07
CMPLOGP00002218,2.07
CMPLOGP00002219,2.07
CMPLOGP00002220,2.07
CMPLOGP00002221,2.07
CMPLOGP00002222,2.07
CMPLOGP00002223,2.07
CMPLOGP00002224,2.07
CMPLOGP00002225,2.07
CMPLOGP00002226,2.07
CMPLOGP00002227,2.08
CMPLOGP00002228,2.08
CMPLOGP00002229,2.08
CMPLOGP00002230,2.08
CMPLOGP00002231,2.08
CMPLOGP00002232,2.08
CMPLOGP00002233,2.08
CMPLOGP00002234,2.08
CMPLOGP00002235,2.08
CMPLOGP00002236,2.08
CMPLOGP00002237,2.08
CMPLOGP00002238,2.09
CMPLOGP00002239,2.09
CMPLOGP00002240,2.09
CMPLOGP00002241,2.09
CMPLOGP00002242,2.09
CMPLOGP00002243,2.09
CMPLOGP00002244,2.09
CMPLOGP00002245,2.09
CMPLOGP00002246,2.09
CMPLOGP00002247,2.1
CMPLOGP00002248,2.1
CMPLOGP00002249,2.1
CMPLOGP00002250,2.1
CMPLOGP00002251,2.1
CMPLOGP00002252,2.1
CMPLOGP00002253,2.1
CMPLOGP00002254,2.1
CMPLOGP00002255,2.1
CMPLOGP00002256,2.1
CMPLOGP00002257,2.11
CMPLOGP00002258,2.11
CMPLOGP00002259,2.11
CMPLOGP00002260,2.11
CMPLOGP00002261,2.11
CMPLOGP00002262,2.11
CMPLOGP00002263,2.11
CMPLOGP00002264,2.11
CMPLOGP00002265,2.11
CMPLOGP00002266,2.11
CMPLOGP00002267,2.11
CMPLOGP00002268,2.12
CMPLOGP00002269,2.12
CMPLOGP00002270,2.12
CMPLOGP00002271,2.12
CMPLOGP00002272,2.12
CMPLOGP00002273,2.12
CMPLOGP00002274,2.13
CMPLOGP00002275,2.13
CMPLOGP00002276,2.13
CMPLOGP00002277,2.13
CMPLOGP00002278,2.13
CMPLOGP00002279,2.13
CMPLOGP00002280,2.137
CMPLOGP00002281,2.14
CMPLOGP00002282,2.14
CMPLOGP00002283,2.14
CMPLOGP00002284,2.14
CMPLOGP00002285,2.14
CMPLOGP00002286,2.14
CMPLOGP00002287,2.14
CMPLOGP00002288,2.14
CMPLOGP00002289,2.14
CMPLOGP00002290,2.14
CMPLOGP00002291,2.14
CMPLOGP00002292,2.15
CMPLOGP00002293,2.15
CMPLOGP00002294,2.15
CMPLOGP00002295,2.15
CMPLOGP00002296,2.15
CMPLOGP00002297,2.15
CMPLOGP00002298,2.15
CMPLOGP00002299,2.15
CMPLOGP00002300,2.15
CMPLOGP00002301,2.15
CMPLOGP00002302,2.157
CMPLOGP00002303,2.16
CMPLOGP00002304,2.16
CMPLOGP00002305,2.16
CMPLOGP00002306,2.16
CMPLOGP00002307,2.16
CMPLOGP00002308,2.16
CMPLOGP00002309,2.16
CMPLOGP00002310,2.16
CMPLOGP00002311,2.16
CMPLOGP00002312,2.16
CMPLOGP00002313,2.16
CMPLOGP00002314,2.16
CMPLOGP00002315,2.16
CMPLOGP00002316,2.17
CMPLOGP00002317,2.17
CMPLOGP00002318,2.17
CMPLOGP00002319,2.17
CMPLOGP00002320,2.17
CMPLOGP00002321,2.17
CMPLOGP00002322,2.17
CMPLOGP00002323,2.17
CMPLOGP00002324,2.17
CMPLOGP00002325,2.17
CMPLOGP00002326,2.17
CMPLOGP00002327,2.17
CMPLOGP00002328,2.18
CMPLOGP00002329,2.18
CMPLOGP00002330,2.18
CMPLOGP00002331,2.18
CMPLOGP00002332,2.18
CMPLOGP00002333,2.19
CMPLOGP00002334,2.19
CMPLOGP00002335,2.19
CMPLOGP00002336,2.19
CMPLOGP00002337,2.19
CMPLOGP00002338,2.19
CMPLOGP00002339,2.19
CMPLOGP00002340,2.19
CMPLOGP00002341,2.19
CMPLOGP00002342,2.19
CMPLOGP00002343,2.19
CMPLOGP00002344,2.19
CMPLOGP00002345,2.2
CMPLOGP00002346,2.2
CMPLOGP00002347,2.2
CMPLOGP00002348,2.2
CMPLOGP00002349,2.2
CMPLOGP00002350,2.2
CMPLOGP00002351,2.2
CMPLOGP00002352,2.2
CMPLOGP00002353,2.2
CMPLOGP00002354,2.2
CMPLOGP00002355,2.2
CMPLOGP00002356,2.2
CMPLOGP00002357,2.2
CMPLOGP00002358,2.2
CMPLOGP00002359,2.2
CMPLOGP00002360,2.2
CMPLOGP00002361,2.2
CMPLOGP00002362,2.2
CMPLOGP00002363,2.2
CMPLOGP00002364,2.2
CMPLOGP00002365,2.2
CMPLOGP00002366,2.2
CMPLOGP00002367,2.21
CMPLOGP00002368,2.21
CMPLOGP00002369,2.21
CMPLOGP00002370,2.21
CMPLOGP00002371,2.21
CMPLOGP00002372,2.21
CMPLOGP00002373,2.21
CMPLOGP00002374,2.21
CMPLOGP00002375,2.22
CMPLOGP00002376,2.22
CMPLOGP00002377,2.22
CMPLOGP00002378,2.22
CMPLOGP00002379,2.22
CMPLOGP00002380,2.22
CMPLOGP00002381,2.22
CMPLOGP00002382,2.23
CMPLOGP00002383,2.23
CMPLOGP00002384,2.23
CMPLOGP00002385,2.23
CMPLOGP00002386,2.23
CMPLOGP00002387,2.23
CMPLOGP00002388,2.23
CMPLOGP00002389,2.24
CMPLOGP00002390,2.24
CMPLOGP00002391,2.24
CMPLOGP00002392,2.24
CMPLOGP00002393,2.24
CMPLOGP00002394,2.24
CMPLOGP00002395,2.24
CMPLOGP00002396,2.24
CMPLOGP00002397,2.24
CMPLOGP00002398,2.25
CMPLOGP00002399,2.25
CMPLOGP00002400,2.25
CMPLOGP00002401,2.25
CMPLOGP00002402,2.26
CMPLOGP00002403,2.26
CMPLOGP00002404,2.26
CMPLOGP00002405,2.26
CMPLOGP00002406,2.26
CMPLOGP00002407,2.26
CMPLOGP00002408,2.26
CMPLOGP00002409,2.26
CMPLOGP00002410,2.26
CMPLOGP00002411,2.26
CMPLOGP00002412,2.26
CMPLOGP00002413,2.26
CMPLOGP00002414,2.26
CMPLOGP00002415,2.26
CMPLOGP00002416,2.26
CMPLOGP00002417,2.26
CMPLOGP00002418,2.27
CMPLOGP00002419,2.27
CMPLOGP00002420,2.27
CMPLOGP00002421,2.27
CMPLOGP00002422,2.27
CMPLOGP00002423,2.27
CMPLOGP00002424,2.27
CMPLOGP00002425,2.27
CMPLOGP00002426,2.27
CMPLOGP00002427,2.28
CMPLOGP00002428,2.28
CMPLOGP00002429,2.28
CMPLOGP00002430,2.28
CMPLOGP00002431,2.28
CMPLOGP00002432,2.28
CMPLOGP00002433,2.28
CMPLOGP00002434,2.28
CMPLOGP00002435,2.29
CMPLOGP00002436,2.29
CMPLOGP00002437,2.29
CMPLOGP00002438,2.29
CMPLOGP00002439,2.29
CMPLOGP00002440,2.29
CMPLOGP00002441,2.29
CMPLOGP00002442,2.29
CMPLOGP00002443,2.29
CMPLOGP00002444,2.29
CMPLOGP00002445,2.29
CMPLOGP00002446,2.3
CMPLOGP00002447,2.3
CMPLOGP00002448,2.3
CMPLOGP00002449,2.3
CMPLOGP00002450,2.3
CMPLOGP00002451,2.3
CMPLOGP00002452,2.3
CMPLOGP00002453,2.3
CMPLOGP00002454,2.3
CMPLOGP00002455,2.3
CMPLOGP00002456,2.3
CMPLOGP00002457,2.3
CMPLOGP00002458,2.3
CMPLOGP00002459,2.3
CMPLOGP00002460,2.3
CMPLOGP00002461,2.3
CMPLOGP00002462,2.3
CMPLOGP00002463,2.3
CMPLOGP00002464,2.3
CMPLOGP00002465,2.3
CMPLOGP00002466,2.3
CMPLOGP00002467,2.3
CMPLOGP00002468,2.31
CMPLOGP00002469,2.31
CMPLOGP00002470,2.31
CMPLOGP00002471,2.31
CMPLOGP00002472,2.31
CMPLOGP00002473,2.31
CMPLOGP00002474,2.31
CMPLOGP00002475,2.31
CMPLOGP00002476,2.31
CMPLOGP00002477,2.31
CMPLOGP00002478,2.31
CMPLOGP00002479,2.31
CMPLOGP00002480,2.32
CMPLOGP00002481,2.32
CMPLOGP00002482,2.32
CMPLOGP00002483,2.32
CMPLOGP00002484,2.32
CMPLOGP00002485,2.32
CMPLOGP00002486,2.33
CMPLOGP00002487,2.33
CMPLOGP00002488,2.33
CMPLOGP00002489,2.33
CMPLOGP00002490,2.33
CMPLOGP00002491,2.3343
CMPLOGP00002492,2.34
CMPLOGP00002493,2.34
CMPLOGP00002494,2.34
CMPLOGP00002495,2.34
CMPLOGP00002496,2.34
CMPLOGP00002497,2.34
CMPLOGP00002498,2.34
CMPLOGP00002499,2.34
CMPLOGP00002500,2.34
CMPLOGP00002501,2.34
CMPLOGP00002502,2.34
CMPLOGP00002503,2.34
CMPLOGP00002504,2.34
CMPLOGP00002505,2.34
CMPLOGP00002506,2.34
CMPLOGP00002507,2.34
CMPLOGP00002508,2.34
CMPLOGP00002509,2.34
CMPLOGP00002510,2.3442
CMPLOGP00002511,2.35
CMPLOGP00002512,2.35
CMPLOGP00002513,2.35
CMPLOGP00002514,2.35
CMPLOGP00002515,2.35
CMPLOGP00002516,2.35
CMPLOGP00002517,2.35
CMPLOGP00002518,2.35
CMPLOGP00002519,2.35
CMPLOGP00002520,2.35
CMPLOGP00002521,2.36
CMPLOGP00002522,2.36
CMPLOGP00002523,2.36
CMPLOGP00002524,2.36
CMPLOGP00002525,2.36
CMPLOGP00002526,2.36
CMPLOGP00002527,2.36
CMPLOGP00002528,2.36
CMPLOGP00002529,2.37
CMPLOGP00002530,2.37
CMPLOGP00002531,2.37
CMPLOGP00002532,2.37
CMPLOGP00002533,2.37
CMPLOGP00002534,2.37
CMPLOGP00002535,2.38
CMPLOGP00002536,2.38
CMPLOGP00002537,2.38
CMPLOGP00002538,2.38
CMPLOGP00002539,2.38
CMPLOGP00002540,2.38
CMPLOGP00002541,2.38
CMPLOGP00002542,2.386
CMPLOGP00002543,2.39
CMPLOGP00002544,2.39
CMPLOGP00002545,2.39
CMPLOGP00002546,2.39
CMPLOGP00002547,2.39
CMPLOGP00002548,2.39
CMPLOGP00002549,2.39
CMPLOGP00002550,2.39
CMPLOGP00002551,2.39
CMPLOGP00002552,2.39
CMPLOGP00002553,2.39
CMPLOGP00002554,2.39
CMPLOGP00002555,2.4
CMPLOGP00002556,2.4
CMPLOGP00002557,2.4
CMPLOGP00002558,2.4
CMPLOGP00002559,2.4
CMPLOGP00002560,2.4
CMPLOGP00002561,2.4
CMPLOGP00002562,2.4
CMPLOGP00002563,2.4
CMPLOGP00002564,2.4
CMPLOGP00002565,2.4
CMPLOGP00002566,2.4
CMPLOGP00002567,2.4
CMPLOGP00002568,2.4
CMPLOGP00002569,2.4
CMPLOGP00002570,2.4
CMPLOGP00002571,2.4
CMPLOGP00002572,2.4
CMPLOGP00002573,2.4
CMPLOGP00002574,2.4
CMPLOGP00002575,2.4
CMPLOGP00002576,2.4
CMPLOGP00002577,2.4
CMPLOGP00002578,2.4
CMPLOGP00002579,2.4
CMPLOGP00002580,2.4
CMPLOGP00002581,2.4
CMPLOGP00002582,2.4
CMPLOGP00002583,2.4
CMPLOGP00002584,2.4
CMPLOGP00002585,2.41
CMPLOGP00002586,2.41
CMPLOGP00002587,2.41
CMPLOGP00002588,2.41
CMPLOGP00002589,2.41
CMPLOGP00002590,2.41
CMPLOGP00002591,2.41
CMPLOGP00002592,2.41
CMPLOGP00002593,2.41
CMPLOGP00002594,2.41
CMPLOGP00002595,2.41
CMPLOGP00002596,2.41
CMPLOGP00002597,2.41
CMPLOGP00002598,2.41
CMPLOGP00002599,2.41
CMPLOGP00002600,2.41
CMPLOGP00002601,2.42
CMPLOGP00002602,2.42
CMPLOGP00002603,2.42
CMPLOGP00002604,2.42
CMPLOGP00002605,2.42
CMPLOGP00002606,2.42
CMPLOGP00002607,2.42
CMPLOGP00002608,2.42
CMPLOGP00002609,2.42
CMPLOGP00002610,2.42
CMPLOGP00002611,2.424
CMPLOGP00002612,2.424
CMPLOGP00002613,2.43
CMPLOGP00002614,2.43
CMPLOGP00002615,2.43
CMPLOGP00002616,2.43
CMPLOGP00002617,2.43
CMPLOGP00002618,2.43
CMPLOGP00002619,2.43
CMPLOGP00002620,2.44
CMPLOGP00002621,2.44
CMPLOGP00002622,2.44
CMPLOGP00002623,2.44
CMPLOGP00002624,2.44
CMPLOGP00002625,2.44
CMPLOGP00002626,2.44
CMPLOGP00002627,2.44
CMPLOGP00002628,2.44
CMPLOGP00002629,2.44
CMPLOGP00002630,2.44
CMPLOGP00002631,2.44
CMPLOGP00002632,2.44
CMPLOGP00002633,2.45
CMPLOGP00002634,2.45
CMPLOGP00002635,2.45
CMPLOGP00002636,2.45
CMPLOGP00002637,2.45
CMPLOGP00002638,2.45
CMPLOGP00002639,2.45
CMPLOGP00002640,2.45
CMPLOGP00002641,2.45
CMPLOGP00002642,2.45
CMPLOGP00002643,2.45
CMPLOGP00002644,2.45
CMPLOGP00002645,2.46
CMPLOGP00002646,2.46
CMPLOGP00002647,2.46
CMPLOGP00002648,2.46
CMPLOGP00002649,2.46
CMPLOGP00002650,2.46
CMPLOGP00002651,2.46
CMPLOGP00002652,2.46
CMPLOGP00002653,2.46
CMPLOGP00002654,2.46
CMPLOGP00002655,2.46
CMPLOGP00002656,2.47
CMPLOGP00002657,2.47
CMPLOGP00002658,2.47
CMPLOGP00002659,2.47
CMPLOGP00002660,2.47
CMPLOGP00002661,2.47
CMPLOGP00002662,2.47
CMPLOGP00002663,2.47
CMPLOGP00002664,2.476
CMPLOGP00002665,2.48
CMPLOGP00002666,2.48
CMPLOGP00002667,2.48
CMPLOGP00002668,2.48
CMPLOGP00002669,2.48
CMPLOGP00002670,2.48
CMPLOGP00002671,2.48
CMPLOGP00002672,2.48
CMPLOGP00002673,2.48
CMPLOGP00002674,2.48
CMPLOGP00002675,2.48
CMPLOGP00002676,2.49
CMPLOGP00002677,2.49
CMPLOGP00002678,2.49
CMPLOGP00002679,2.49
CMPLOGP00002680,2.49
CMPLOGP00002681,2.49
CMPLOGP00002682,2.5
CMPLOGP00002683,2.5
CMPLOGP00002684,2.5
CMPLOGP00002685,2.5
CMPLOGP00002686,2.5
CMPLOGP00002687,2.5
CMPLOGP00002688,2.5
CMPLOGP00002689,2.5
CMPLOGP00002690,2.5
CMPLOGP00002691,2.5
CMPLOGP00002692,2.5
CMPLOGP00002693,2.5
CMPLOGP00002694,2.5
CMPLOGP00002695,2.5
CMPLOGP00002696,2.5
CMPLOGP00002697,2.5
CMPLOGP00002698,2.5
CMPLOGP00002699,2.5
CMPLOGP00002700,2.5
CMPLOGP00002701,2.5
CMPLOGP00002702,2.5
CMPLOGP00002703,2.5
CMPLOGP00002704,2.5
CMPLOGP00002705,2.5
CMPLOGP00002706,2.5
CMPLOGP00002707,2.503
CMPLOGP00002708,2.51
CMPLOGP00002709,2.51
CMPLOGP00002710,2.51
CMPLOGP00002711,2.51
CMPLOGP00002712,2.51
CMPLOGP00002713,2.51
CMPLOGP00002714,2.51
CMPLOGP00002715,2.51
CMPLOGP00002716,2.51
CMPLOGP00002717,2.51
CMPLOGP00002718,2.51
CMPLOGP00002719,2.51
CMPLOGP00002720,2.515
CMPLOGP00002721,2.52
CMPLOGP00002722,2.52
CMPLOGP00002723,2.52
CMPLOGP00002724,2.52
CMPLOGP00002725,2.52
CMPLOGP00002726,2.52
CMPLOGP00002727,2.52
CMPLOGP00002728,2.52
CMPLOGP00002729,2.52
CMPLOGP00002730,2.52
CMPLOGP00002731,2.52
CMPLOGP00002732,2.52
CMPLOGP00002733,2.522
CMPLOGP00002734,2.53
CMPLOGP00002735,2.53
CMPLOGP00002736,2.53
CMPLOGP00002737,2.53
CMPLOGP00002738,2.53
CMPLOGP00002739,2.53
CMPLOGP00002740,2.54
CMPLOGP00002741,2.54
CMPLOGP00002742,2.54
CMPLOGP00002743,2.54
CMPLOGP00002744,2.54
CMPLOGP00002745,2.54
CMPLOGP00002746,2.54
CMPLOGP00002747,2.54
CMPLOGP00002748,2.55
CMPLOGP00002749,2.55
CMPLOGP00002750,2.55
CMPLOGP00002751,2.55
CMPLOGP00002752,2.55
CMPLOGP00002753,2.55
CMPLOGP00002754,2.55
CMPLOGP00002755,2.55
CMPLOGP00002756,2.55
CMPLOGP00002757,2.55
CMPLOGP00002758,2.55
CMPLOGP00002759,2.55
CMPLOGP00002760,2.55
CMPLOGP00002761,2.56
CMPLOGP00002762,2.56
CMPLOGP00002763,2.56
CMPLOGP00002764,2.56
CMPLOGP00002765,2.56
CMPLOGP00002766,2.56
CMPLOGP00002767,2.56
CMPLOGP00002768,2.56
CMPLOGP00002769,2.56
CMPLOGP00002770,2.56
CMPLOGP00002771,2.57
CMPLOGP00002772,2.57
CMPLOGP00002773,2.57
CMPLOGP00002774,2.57
CMPLOGP00002775,2.57
CMPLOGP00002776,2.57
CMPLOGP00002777,2.57
CMPLOGP00002778,2.57
CMPLOGP00002779,2.57
CMPLOGP00002780,2.57
CMPLOGP00002781,2.57
