Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_thiazole,fr_thiophene,fr_urea
UNC10225332A,14.531448219086341,-3.6987941894248264,14.531448219086341,0.04410785147392282,0.7314615624596637,328.34699999999975,311.21100000000007,328.1335540040005,124,0.26066703346077097,-0.3777758791879144,0.3777758791879144,0.26066703346077097,1.3333333333333333,2.1666666666666665,3.0,11.230509267341,-0.18048662387681239,1.1453525468484186e-16,-2.671973014720458,3.9409427115694974e-16,-2.798353258971294,2.0902411134508174,-1.0056653214546094,31.57446760021749,28.483315435936788,11.483315435936786,18.37445632320016,14.761029447450179,6.261029447450179,4.225978799635817,4.225978799635817,2.7481924017612047,2.7481924017612047,1.7845396000039968,1.7845396000039968,-2.6700000000000004,5.16101120738119,6.0857458531180155,2.7805018839673386,161.15973949324854,14.203872332441883,11.635083618880923,0.0,5.777653723919194,5.559266895052007,0.0,9.195231790333615,4.39041504767482,4.9839785209472085,0.0,12.08483741532659,17.648288907023584,31.381928497924704,42.91772562504228,32.43017345636861,11.595516501754222,0.0,13.951772775000357,0.0,6.496859684315945,31.011599585314947,64.2923603718127,0.0,51.769999999999996,103.70188922827552,9.184952231746642,0.0,13.867703984903626,0.0,0.0,0.0,0.0,0.0,9.720841474747257,23.302895454893736,156.23151259291956,0.0,16.544763194240556,0.0,-2.8742840083564283,-4.277815474802308,-6.340685583723103,-2.37748073612161,-18.15600998415674,0.0,0.29411764705882354,24,0,6,0,1,1,1,2,3,6,0,7,3,0,1,1,4,1.52,87.98600000000003,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10225333A,14.859072221450834,-5.56471054254262,14.859072221450834,0.015035116002796833,0.2677837291557125,517.4390000000002,498.2870000000002,517.1373169680005,192,0.41598904856652963,-0.4572979439368005,0.4572979439368005,0.41598904856652963,1.027027027027027,1.7837837837837838,2.4864864864864864,12.764329260113438,-0.24562385136351347,0.5840114362219373,-2.3248778690699905,0.6568738796963638,-2.4218125315526375,2.8800281562782146,-0.9807302964622241,43.055077073300296,36.38091903139215,17.38091903139215,25.376416085802905,18.531989379159686,9.190348592659811,6.324646429371329,6.324646429371329,3.904585465044907,3.904585465044907,2.415943752845987,2.415943752845987,-4.809999999999999,10.663835184010276,10.048046128694498,5.886732244380497,233.42121874543318,24.660452261968206,17.316244507613703,4.235526234984602,5.948339280986494,0.0,18.300653100719963,5.309813353288376,18.963467936765674,13.171245143024459,0.0,0.0,54.38176836896965,22.81790755113976,47.14205289070856,62.79212360015119,40.48086784886262,0.0,9.551078168738563,6.975826900282246,6.176298517443475,22.967392518747715,71.80485940937584,11.49902366656781,106.51000000000002,159.90426886127975,27.150734558842927,0.0,4.567099647791355,0.0,0.0,0.0,0.0,0.0,9.720841474747257,30.904526087508163,214.96371062522988,0.0,28.972460996902782,-1.9003694117355088,-7.288853501169251,-5.786758164307226,-16.73917726509606,-7.55650537234841,-3.4885920279157485,-3.425915879560427,0.125,37,3,9,0,0,0,3,1,4,6,3,13,7,0,0,0,4,6.345800000000002,127.30110000000002,0,0,0,0,2,0,0,0,0,2,2,2,3,0,0,0,0,0,3,0,3,3,1,3,1,0,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNC10225334A,8.457655620226868,-3.2849445572982283,8.457655620226868,0.3805458711262282,0.7403907628207024,291.3539999999997,274.218,291.1371621640005,110,0.1184032018119115,-0.4967678028487544,0.4967678028487544,0.1184032018119115,1.1818181818181819,2.0,2.772727272727273,10.929226618997658,-0.24325548943643022,8.61288641074627e-17,-2.443308649479806,1.2342052017099063e-16,-2.4149838784485533,1.9524298300957157,-1.011711445404167,29.781574381404035,27.74988907696374,10.749889076963738,17.590947265619224,14.473495874713716,5.973495874713717,4.096433802097751,4.096433802097751,2.870764931731804,2.870764931731804,1.9733952116471107,1.9733952116471107,-2.6199999999999997,4.221758274070849,5.295309666212796,2.077243717705176,152.8560004375445,9.303962601591405,11.573916331283833,0.0,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,0.0,0.0,42.627437147309145,44.56702932769018,33.50415256645193,28.039758408693785,0.0,0.0,14.53505668968577,0.0,19.242709486974704,7.037952458882589,54.42470716560921,28.264270806374817,39.94,108.96963991784133,0.0,0.0,0.0,4.567099647791355,0.0,0.0,0.0,0.0,14.704819995694464,23.302895454893736,142.43798176145955,0.0,7.395538486738934,0.0,-2.9360608911774575,-1.8675396300495497,-5.611169594444759,-8.152842964990558,-3.2765583273598704,-3.156015506842981,0.2222222222222222,22,0,4,0,1,1,1,2,3,4,0,4,4,0,0,0,4,3.566900000000002,85.76700000000002,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UNC10225334B,8.457655620226868,-3.2849445572982283,8.457655620226868,0.3805458711262282,0.7403907628207024,291.3539999999997,274.218,291.1371621640005,110,0.1184032018119115,-0.4967678028487544,0.4967678028487544,0.1184032018119115,1.1818181818181819,2.0,2.772727272727273,10.929226618997658,-0.24325548943643022,8.61288641074627e-17,-2.443308649479806,1.2342052017099063e-16,-2.4149838784485533,1.9524298300957157,-1.011711445404167,29.781574381404035,27.74988907696374,10.749889076963738,17.590947265619224,14.473495874713716,5.973495874713717,4.096433802097751,4.096433802097751,2.870764931731804,2.870764931731804,1.9733952116471107,1.9733952116471107,-2.6199999999999997,4.221758274070849,5.295309666212796,2.077243717705176,152.8560004375445,9.303962601591405,11.573916331283833,0.0,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,0.0,0.0,42.627437147309145,44.56702932769018,33.50415256645193,28.039758408693785,0.0,0.0,14.53505668968577,0.0,19.242709486974704,7.037952458882589,54.42470716560921,28.264270806374817,39.94,108.96963991784133,0.0,0.0,0.0,4.567099647791355,0.0,0.0,0.0,0.0,14.704819995694464,23.302895454893736,142.43798176145955,0.0,7.395538486738934,0.0,-2.9360608911774575,-1.8675396300495497,-5.611169594444759,-8.152842964990558,-3.2765583273598704,-3.156015506842981,0.2222222222222222,22,0,4,0,1,1,1,2,3,4,0,4,4,0,0,0,4,3.566900000000002,85.76700000000002,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UNC10225335A,14.68892697429818,-4.088605865242997,14.68892697429818,0.06207852739189512,0.4342865556749209,396.42599999999976,375.25800000000015,396.17100213200064,150,0.31888257342009607,-0.4967658883837371,0.4967658883837371,0.31888257342009607,1.2413793103448276,2.0689655172413794,2.896551724137931,11.282955509410469,-0.2432795955776726,0.2253992144722466,-2.5388302877048385,0.28395380963305383,-2.7462882344961663,2.101249201628717,-0.9430417831607364,38.74567599654179,34.8777426269367,13.877742626936703,22.6264160858029,17.52349062719999,7.234636245200157,4.4797936233124105,4.4797936233124105,2.6265872601381086,2.6265872601381086,1.5190333639734417,1.5190333639734417,-3.8799999999999994,6.311360750244092,9.882287391971392,6.062846058183032,196.8213144504909,25.976116366953555,17.384595452164827,5.6473683133128025,5.948339280986494,0.0,6.031114512338072,0.0,14.16893075269385,4.9839785209472085,0.0,12.08483741532659,42.29693095364306,24.854000854130213,36.02823418845989,42.872078953753245,29.172089120526717,0.0,15.277770395182792,0.0,0.0,35.9611118873796,66.37188442083031,5.749511833283905,100.2,137.25459726202058,9.184952231746642,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,14.704819995694464,28.950263768206536,184.83854490787147,0.0,19.89116529418194,-2.2148880101599833,-2.450702377019373,-5.346774451574053,-12.63968551537589,-1.1821310975719073,-8.10384603566122,-3.2083493813576602,0.15,29,4,8,0,0,0,2,1,3,6,4,9,9,0,0,0,3,3.6015000000000015,110.2198,0,0,0,0,2,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,2,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
UNC10225336A,8.360547787016042,-0.7692281851012008,8.360547787016042,0.31679817194367477,0.5198017180090425,400.09599999999983,390.016,397.96595704000026,122,0.2286341013572857,-0.339984765078213,0.339984765078213,0.2286341013572857,0.7916666666666666,1.2916666666666667,1.8333333333333333,13.013371900112386,-0.08885936784572647,0.7129440718585706,-2.298509889540683,0.9637638807261465,-2.22296177313759,4.244991795285512,-0.38483754200788167,25.806518407786363,21.30071227403674,14.324428058110561,15.715896930510219,10.939210519018204,7.556641220055197,4.01076633364334,5.52262422568025,2.3105882651341547,3.066517211152609,1.4922943535854627,2.325003963254677,-1.7199999999999998,8.585721704298054,7.447763861071362,4.646255476806348,172.46349503441556,10.619626706576751,5.817862777835028,2.8236841566564013,5.948339280986494,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,46.40375956093006,42.29693095364306,37.63820101514719,10.96606844936176,13.78975260601816,69.54473416911871,0.0,9.967957041894417,0.0,0.0,10.619626706576751,68.56035941942312,0.0,49.84,91.70133402761178,0.0,0.0,0.0,10.619626706576751,0.0,0.0,0.0,0.0,9.967957041894417,60.193512166948246,80.48426652304917,23.636419168946635,7.537220507544581,-1.1700108212616063,-1.0789722900689704,-1.3342949525489205,-4.1942888394485855,-0.7692281851012008,0.0,0.0,0.0,24,2,4,0,0,0,2,1,3,4,2,8,4,0,0,0,3,6.577400000000002,101.52139999999999,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10225337A,8.078212396069539,-0.6159013605442174,8.078212396069539,0.16710128495842747,0.6326173123272913,194.23700000000008,184.15699999999998,194.08439832,72,0.16746403412753388,-0.3461397922752239,0.3461397922752239,0.16746403412753388,1.1333333333333333,2.0,2.8666666666666667,11.243790580864392,-0.09350108114719478,0.48927280299447756,-2.2223974333424947,0.5356126297201198,-2.0291609432463367,2.732130749079401,-0.48412999289748765,18.790010549841313,17.394427190999917,7.394427190999916,11.589999272823986,9.091640786499873,4.144427190999916,2.770820393249937,2.770820393249937,1.9090169943749478,1.9090169943749478,1.2656152949374528,1.2656152949374528,-2.0899999999999994,2.9512249251863114,3.2423000054205118,1.307453477114728,101.70673189317345,4.977003270229252,5.647177220767728,1.4118420783282006,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,30.212093538316473,23.21174039872058,17.732014636094316,12.33682700553198,13.74866908386018,11.033401435232523,0.0,9.960981791176462,0.0,0.0,0.0,54.642721375272586,11.126902983393991,28.68,54.642721375272586,0.0,0.0,22.160304418626513,4.977003270229252,0.0,0.0,0.0,0.0,4.9839785209472085,13.74866908386018,78.60808012093727,0.0,4.233582923910304,-0.16710128495842747,-0.8700821995464842,0.0,-4.01413512009742,-1.1236777735785672,0.0,0.0,0.0,15,1,2,0,0,0,1,2,3,1,1,2,1,0,0,0,3,3.2299000000000007,61.52970000000003,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UNC10225338A,12.754635606563816,-1.5781648343706423,12.754635606563816,0.04791241496598664,0.7419716040342892,342.73799999999983,331.65000000000003,342.0407345120003,120,0.33525672552511737,-0.47763832602521816,0.47763832602521816,0.33525672552511737,1.25,2.0,2.7083333333333335,12.902843947451315,-0.09134393697506826,0.6563223109491705,-2.291393920904694,0.7226441475677707,-2.428890173523412,3.5612372159395966,-0.7355222269496153,26.676761895789443,22.405384825864594,12.161313771883052,16.19825884030518,11.452581489896037,6.527870481441484,4.257565237136783,4.63552971014601,2.7403611044719107,2.929343340976524,1.7642249090545445,1.8587160273068513,-3.119999999999999,7.189131889898232,6.173529911110679,2.996617575566931,156.95702338270544,10.418621544395588,5.697039313055833,2.8236841566564013,0.0,13.245559115935645,5.969305287951849,14.898887721432018,4.794537184071822,0.0,0.0,29.7281960132224,35.77554503001347,10.710019588424888,22.10262447112802,33.28217234934083,40.64509544164021,1.4311996572326342,5.309813353288376,0.0,0.0,5.309813353288376,70.1859252714975,0.0,95.5,99.23008082290522,14.383611552215466,0.0,10.619626706576751,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,26.821892153483304,86.70219087774687,5.764916131368798,37.42158585477729,2.8424705839284314,-4.821264779153336,-4.555809680889497,-7.4096445433341165,0.0,0.0,0.0,0.0,24,3,6,0,1,1,2,0,2,5,3,7,4,0,0,0,3,2.5178000000000003,88.5457,0,0,0,1,0,0,0,1,1,3,2,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10225339A,15.514438216555371,-5.581938010087725,15.514438216555371,0.06685465959261583,0.5414693789834616,432.37699999999984,416.24900000000014,432.1209386320005,160,0.4159098427411137,-0.329545649803554,0.4159098427411137,0.329545649803554,1.4193548387096775,2.161290322580645,2.838709677419355,12.89286631197647,-0.24360588098161942,0.4184813436751067,-2.5536180044867756,0.5051154235612474,-2.608534356349252,2.880028156278214,-0.9409971152715924,36.25411216497906,30.617208854964467,14.617208854964467,21.1820924200336,15.797458809482068,7.955818022982192,5.753277024239119,5.753277024239119,3.7458329774620336,3.7458329774620336,2.4216976491265894,2.4216976491265894,-3.69,8.814827833755418,7.5300739680679785,4.004748646380905,195.5301346355296,10.619626706576751,5.817220841045895,4.235526234984602,5.907179729351506,5.907179729351506,6.176298517443475,14.680780925726726,4.39041504767482,18.269926951325495,0.0,12.08483741532659,30.54259973198256,43.19022068896699,32.53574358800312,49.206122024040404,28.404670665467634,0.0,15.500201719172495,0.0,25.29507322143161,5.309813353288376,70.64167512435952,0.0,86.88,134.9610457178355,22.760319511168102,4.39041504767482,5.091706557583081,0.0,0.0,0.0,0.0,0.0,5.098681808301038,22.05538746519746,186.31101954401535,0.0,27.14287454249776,1.0686799407428422,-10.373846576442538,-10.854330258127382,-10.304661797313278,-10.72932636591185,-3.927075696127602,0.0,0.19047619047619047,31,3,6,0,1,1,2,1,3,3,3,10,4,0,0,0,4,4.237000000000002,104.32610000000003,0,0,0,0,2,1,0,0,0,2,2,1,3,0,0,0,0,1,3,1,2,1,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10225340A,8.370089810615605,-0.7242155349794237,8.370089810615605,0.020904299991601594,0.6148647558317336,287.32599999999974,274.222,287.1170954160003,106,0.17002034257913168,-0.38173062163696625,0.38173062163696625,0.17002034257913168,0.9545454545454546,1.6818181818181819,2.409090909090909,11.564639748041678,-0.14040690782222062,0.5578244456850947,-2.237210308450631,0.6156114467992693,-2.360598255479914,2.8800281562782097,-0.6202605510005114,26.09097545816254,23.73606797749979,10.73606797749979,16.28837657558165,12.380495168499706,5.98606797749979,4.063854381999833,4.063854381999833,2.81073908706238,2.81073908706238,1.9342549817311716,1.9342549817311716,-3.209999999999999,4.913260814837697,4.9624516059256045,1.9120923580237206,145.02595237748034,5.719716975726273,13.498534768136373,19.805424872875413,0.0,0.0,0.0,4.567099647791355,14.951935562841626,0.0,0.0,48.33934966130636,12.08483741532659,11.250837766380558,13.7075855617022,17.90202827452882,16.981740716219015,0.0,19.51903521063298,0.0,0.0,5.719716975726273,66.72755879059918,17.075242264380485,69.62,89.6206638328147,0.0,0.0,16.88359491411026,0.0,4.567099647791355,0.0,0.0,0.0,14.951935562841626,17.90202827452882,105.04913973358961,0.0,11.754400772654739,0.0,-1.6919292223062046,-0.9877183589485172,-7.094381713097441,-0.6961778785588313,0.0,0.0,0.0,22,2,5,0,0,0,2,2,4,5,1,5,3,0,0,0,4,3.064700000000001,86.50840000000001,0,0,1,0,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UNC10225342A,15.18971418824475,-6.139475747237998,15.18971418824475,0.33805673899574806,0.1965815298614979,641.6600000000011,616.4600000000002,641.1656797200008,232,0.26113465524127377,-0.49457783648877046,0.49457783648877046,0.26113465524127377,1.065217391304348,1.891304347826087,2.6956521739130435,12.674545951920702,-0.2482058929567506,0.5893624639836254,-2.399340368979417,0.6294585042304297,-2.4463828343874003,2.818730594208819,-1.0209473335232089,54.010742520000775,46.927665566837476,22.744162147765206,32.363468523155376,24.236020498751902,13.32475655534638,8.252223361906601,9.871469372988948,5.541488751537114,6.551799114616942,3.624778439326951,4.143274870300278,-5.76,12.558765858417093,12.32215676276682,5.84653366521078,296.62484451022584,15.356489660376802,28.64133300192115,12.660937293073903,5.948339280986494,5.907179729351506,0.0,4.794537184071822,27.166584121572996,9.72878298927049,5.098681808301038,24.979148240285564,60.42418707663295,30.450420968861177,64.77351330945982,61.081158166121966,38.584245413738884,0.0,24.795421839465945,0.0,11.747375592813455,23.3625360506095,108.09512679504118,28.264270806374817,140.47,204.7437413052895,13.212334168400758,8.78083009534964,5.309813353288376,4.630101180969453,0.0,0.0,0.0,0.0,20.16532065849649,39.08799390237152,267.6848336279023,0.0,19.206064410223373,6.845735621719215,-14.090497165124201,-9.146739881004901,-17.840373926211527,-2.295441300507069,-4.056593922541545,-9.806987464455606,0.09375,46,2,11,0,0,0,3,3,6,10,2,14,11,0,0,0,6,5.929600000000004,167.76369999999972,0,0,0,0,5,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,1,3,0,3,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UNC10225343A,14.204153813630448,-3.6874879451640368,14.204153813630448,0.09090805303602911,0.7163021561644609,362.7919999999998,346.6640000000001,362.09458165200044,130,0.26066703346073605,-0.3777758791879144,0.3777758791879144,0.26066703346073605,1.36,2.16,2.96,11.547283883156757,-0.18048662333806403,4.2058857172821316e-16,-2.671973023223032,0.049311381481003815,-2.7983532206780004,2.5391046583598866,-1.005665266872421,31.57446760021749,27.861279908946013,12.617208854964469,18.37445632320016,14.450011683954791,6.827976156964019,4.414961036140431,4.792925509149658,2.878397805727797,3.1388086136609807,1.83178515913015,1.9735218365086098,-2.38,6.103793439233394,6.4952433820846505,3.1233287243035086,170.0580352199624,14.203872332441883,11.635083618880923,0.0,5.777653723919194,5.559266895052007,0.0,9.195231790333615,4.39041504767482,4.9839785209472085,0.0,17.643358597895812,17.648288907023584,31.381928497924704,46.5696003826134,31.059414900198384,23.196456391986736,0.0,13.951772775000357,0.0,6.496859684315945,31.011599585314947,63.27257497789074,0.0,51.769999999999996,102.68210383435357,9.184952231746642,0.0,13.867703984903626,0.0,0.0,0.0,0.0,0.0,9.720841474747257,33.53307678895604,148.7604625754954,5.711654965920907,16.596681047010676,-1.07185637511305,-2.7332174788639723,-4.042809809616569,-4.995874122503813,-2.3212638049046794,-18.042665886313806,0.0,0.29411764705882354,25,0,6,0,1,1,1,2,3,6,0,8,3,0,1,1,4,2.1734,92.99600000000002,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10225344A,8.722911942554799,-3.8240377192917023,8.722911942554799,0.06952238630171825,0.6689961394764035,309.37699999999967,290.225,309.17019360800055,118,0.22204197508065907,-0.381711956674357,0.381711956674357,0.22204197508065907,1.2173913043478262,2.130434782608696,2.9565217391304346,10.86068763309192,-0.1910391464118967,1.0348811203265968e-16,-2.7509421673900185,1.336447748593879e-16,-2.7572498643956553,1.826534907261154,-1.0990447629885498,32.281574381404035,30.130495168499706,11.130495168499706,18.889659101346105,15.395742752749562,6.15967477524977,4.252050983124843,4.252050983124843,2.817960446612373,2.817960446612373,1.8375541320124233,1.8375541320124233,-2.83,4.168145991396658,5.420533214216065,2.5399838234354934,160.2499369366174,16.339343682303024,5.817862777835028,12.877073169476033,5.948339280986494,0.0,0.0,5.091706557583081,4.9839785209472085,10.082660329248245,0.0,6.042418707663295,31.20361211931473,43.6933993441592,16.6936629371456,26.24983017802408,28.486989768737608,0.0,20.158345407778533,0.0,19.118774703988137,29.33306305093491,24.16967483065318,11.257379486545457,109.74,96.02653815855629,0.0,0.0,21.43105023988611,0.0,0.0,0.0,0.0,0.0,15.066638850195453,26.24983017802408,154.54950492769473,0.0,7.0674314957145485,3.3674062833654634,-2.611192123424198,-2.9549246662033184,-3.7685296670321025,-11.450718028227449,-7.61564488855434,0.0,0.3125,23,5,7,0,1,1,1,2,3,6,3,7,4,0,1,1,4,2.1746,92.00850000000003,0,0,2,0,4,1,0,0,0,0,0,4,1,2,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UNC10225345A,8.82608740899686,-0.8134941630973376,8.82608740899686,0.29200376870470635,0.455840530739175,336.39799999999974,320.27000000000004,336.1374965120005,124,0.1665288674423227,-0.3611742118283274,0.3611742118283274,0.1665288674423227,0.9615384615384616,1.9615384615384615,2.9615384615384617,11.408689258389385,-0.09268443757977202,0.5647221331334915,-2.3133517398974477,0.6358758960577366,-2.1791610501168144,2.915434668916614,-0.4849253796069308,31.27062002292412,28.788854381999833,12.788854381999831,19.537264135556136,15.183281572999748,7.288854381999832,5.025657780874821,5.025657780874821,3.427050983124841,3.427050983124841,2.273239087062379,2.273239087062379,-3.659999999999999,5.675057831991465,6.006093588132864,2.5764672113814937,172.70288042877237,10.286816623517627,0.0,2.8236841566564013,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,18.127256122989884,48.33934966130636,51.74605882005425,30.401248498847796,22.01430394303948,33.18062241352924,0.0,14.94496031212367,0.0,0.0,5.309813353288376,84.98529141674054,11.257379486545457,53.6,124.03706910235043,0.0,0.0,5.386224214464796,10.286816623517627,0.0,0.0,0.0,0.0,9.967957041894417,22.01430394303948,132.6367220912655,0.0,8.048590910069274,-0.5963083694142219,-3.2856575108434347,0.0,-7.93335257839136,-2.203327876019107,0.0,0.0,0.0,26,2,4,0,0,0,2,3,5,3,2,4,3,0,0,0,5,5.521700000000003,106.5554,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
UNC10225346A,12.793610881195656,-2.7270592064171053,12.793610881195656,0.033980851599899164,0.6576257847674363,344.8229999999998,331.71900000000005,344.0386263360004,116,0.27489608621062583,-0.3503426137240423,0.3503426137240423,0.27489608621062583,1.2173913043478262,1.9565217391304348,2.6956521739130435,12.400910605595351,-0.24256283244681007,0.5280492510633634,-2.3076498019858516,0.6140416265947555,-2.428518007122935,2.88002815627821,-0.8571903773445636,27.599411626599817,23.997136535400735,12.569562062346915,16.43402184718894,12.294333199432174,7.09436706236921,4.0262939764194146,5.016630885124436,2.6626066635980643,3.354328308818847,1.7210196184619506,2.1141260001984947,-2.2399999999999993,6.338787742293893,6.479848053181389,3.110947681647968,160.8476482980393,5.309813353288376,5.697039313055833,2.8236841566564013,0.0,11.814359458703011,0.0,14.898887721432018,0.0,0.0,11.761884949391115,29.7281960132224,36.396017639432934,25.281230224150317,16.539172979431026,27.49110264267246,46.43767510307947,0.0,5.309813353288376,0.0,4.895483475517775,11.493737454404833,64.62247377980052,0.0,58.2,98.7767316198906,9.589074368143644,0.0,22.381511655967866,0.0,0.0,0.0,0.0,0.0,0.0,29.50296816476133,102.40078607922261,6.144177849961046,25.033932210599776,-0.8675103982517396,-3.4792506817860795,-2.8793559376229836,-6.764608804594419,-2.7270592064171053,0.0,0.0,0.058823529411764705,23,2,4,0,1,1,2,0,2,4,2,6,5,0,0,0,3,3.541500000000002,93.3674,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
